class,accuracy,aimTime,alpha1,alpha2,alpha3,backwardSpeed,base_capture_points,base_defense_points,base_xp,battles,caliber,damage,damage_blocked,damage_received,direct_hits,distance_traveled,dpm1,dpm2,dpm3,forwardSpeed,frags,gunDepression,gunElevation,hit_rate,hp,intraClipReload,isPrem_False,isPrem_True,life_time,maxAmmo,pen1,pen2,pen3,pen_rate,penetrations,player_winrate,player_wn8,potentialDamage,potential_damage_received,power,reload,shell1_ARMOR_PIERCING,shell1_ARMOR_PIERCING_CR,shell1_HIGH_EXPLOSIVE,shell1_HOLLOW_CHARGE,shell2_ARMOR_PIERCING,shell2_ARMOR_PIERCING_CR,shell2_HIGH_EXPLOSIVE,shell2_HOLLOW_CHARGE,shell3_ARMOR_PIERCING,shell3_HIGH_EXPLOSIVE,shell3_HOLLOW_CHARGE,shellVelocity1,shellVelocity2,shellVelocity3,shots_fired,sniper_damage,specificPower,spots,spotting_assist,survival,tank_id,tier,tracking_assist,traverseSpeed,turretTraverseDispersion,turretTraverseSpeed,vehicleMovementDispersion,vehicleRotationDispersion,viewRange,weight,winrate,winrate_differential,wn8,wnx
MT,0.18604651162790695,0.2033898305084745,0.2119089316987741,0.13990825688073394,0.18108419838523646,0.23728813559322035,0.1386138613861386,0.07608695652173914,0.44148936170212766,0.014449905189427653,0.39675973802137193,0.15088207985143917,0.04151177199504337,0.32190412782956057,0.028696903157416527,0.4268934791413528,0.38689272343904646,0.38689272343904646,0.35471511667840155,0.6176470588235294,0.20245398773006137,0.19047619047619047,0.2222222222222222,0.6897562480715829,0.33544303797468356,,1,0,0.5120772946859904,0.010416666666666666,0.5288135593220339,0.5572916666666666,0.11049723756906077,0.8426747720364742,0.03983253588516746,0.3768261964735515,0.17371475953565504,0.08613728129205922,0.17563188593648738,0.29245283018867924,0.1223404255319149,1,0,0,0,0,0,0,1,0,1,0,0.47735191637630664,0.38452520515826494,0.6530214424951267,0.016920836189170667,0.13315030885380919,0.27081921640170276,0.24083769633507854,0.13997821350762527,0.27272727272727276,0.023831559463211475,0.6,0.20930232558139536,0.5185185185185185,0.17142857142857143,0.5666666666666667,0.3076923076923077,0.3076923076923077,0.7142857142857143,0.1582978291742747,0.37827050997782713,0.47644256220222336,0.2675760755508919,0.11634130982367759
MT,0.24418604651162787,0.2033898305084745,0.0893169877408056,0.05963302752293578,0.08073817762399077,0.23728813559322035,0.16996699669966997,0.09057971014492755,0.3470744680851064,0.0029917819859089177,0.2933471216821785,0.07288765088207985,0.03500619578686493,0.16511318242343542,0.03816158097978345,0.3422438234102876,0.34762253108997804,0.34762253108997804,0.3569876171850599,0.6470588235294118,0.1901840490797546,0.3333333333333333,0.3111111111111111,0.6197161369947547,0.16455696202531644,,0,1,0.41545893719806765,0.029017857142857144,0.3423728813559322,0.296875,0.07734806629834254,0.8240729483282675,0.04988038277511961,0.30680100755667483,0.0845771144278607,0.0847913862718708,0.0949449125081011,0.240041928721174,0.0425531914893617,0,1,0,0,0,1,0,0,0,1,0,0.47735191637630664,0.38452520515826494,0.3996101364522417,0.02822995202193283,0.06108442004118051,0.22454721858877214,0.23036649214659685,0.08877995642701525,0.2574618364092048,0.6811661267931514,0.4,0.11627906976744186,0.4074074074074074,0.20000000000000004,0.5,0.3076923076923077,0.3076923076923077,0.5428571428571428,0.14764658145668494,0.3875831485587585,0.5611434621492853,0.2168590416229451,0.09902392947103275
MT,0.16279069767441856,0.1864406779661017,0.18563922942206654,0.12270642201834862,0.1637831603229527,0.23728813559322035,0.14356435643564355,0.10144927536231886,0.5146276595744681,0.025437886518784678,0.33212685280937604,0.18477251624883936,0.06598513011152417,0.3189081225033289,0.04134171272809874,0.4645605508302957,0.46744696415508424,0.46744696415508424,0.44010604480738214,0.6323529411764706,0.3006134969325154,0.3333333333333333,0.28888888888888886,0.7446775686516508,0.33544303797468356,,1,0,0.5507246376811594,0.013392857142857142,0.4915254237288136,0.4583333333333333,0.09392265193370165,0.8260182370820668,0.053588516746411484,0.3662468513853902,0.15339966832504145,0.0936742934051144,0.18778353856124433,0.3710691823899371,0.08865248226950355,1,0,0,0,0,1,0,0,0,1,0,0.47735191637630664,0.5240328253223916,0.7017543859649122,0.025831048663468126,0.14756348661633492,0.361926993180185,0.2670157068062827,0.15250544662309368,0.3499658236500342,0.0962517353077279,0.6,0.26356589147286824,0.6666666666666666,0.1142857142857143,0.6666666666666666,0.15384615384615388,0.15384615384615388,0.7142857142857143,0.16260904848853722,0.47982261640798235,0.6087877183695076,0.39594263728576423,0.1709697732997481
MT,0.20930232558139536,0.3220338983050847,0.3345008756567426,0.22018348623853212,0.2964244521337947,0.288135593220339,0.11056105610561055,0.07971014492753624,0.511968085106383,0.0763551571928825,0.4915546363322992,0.20171773444753946,0.10439900867410161,0.3981358189081225,0.03778299386688877,0.4868367760226813,0.39897585954645204,0.39897585954645204,0.37977089149540383,0.6470588235294118,0.21472392638036814,0.19047619047619047,0.25555555555555554,0.7437519284171552,0.41455696202531644,,1,0,0.5652173913043478,0.005208333333333333,0.5288135593220339,0.4713541666666667,0.1408839779005525,0.8137386018237082,0.04880382775119617,0.3894206549118386,0.18366500829187396,0.08802153432032302,0.25145819831497085,0.36058700209643607,0.2021276595744681,1,0,0,0,0,1,0,0,0,1,0,0.37282229965156793,0.4138335287221571,0.5555555555555556,0.022875257025359835,0.16266300617707619,0.3588967362156644,0.24869109947643975,0.18518518518518517,0.3069036226930964,0.06293382693197594,0.7,0.2868217054263566,0.7777777777777778,0.20000000000000004,0.7,0.11538461538461538,0.11538461538461538,0.7714285714285715,0.15895719212822074,0.39999999999999986,0.4891476971942826,0.316894018887723,0.12137909319899244
MT,0.15116279069767438,0.15254237288135591,0.2119089316987741,0.13990825688073394,0.18108419838523646,0.288135593220339,0.08745874587458746,0.09057971014492755,0.5811170212765957,0.00816663606490428,0.39675973802137193,0.2428040854224698,0.08612143742255267,0.36950732356857524,0.044218974786098285,0.5419198055893074,0.4674469641550841,0.4674469641550841,0.4213751315403799,0.5882352941176471,0.28834355828220865,0.2857142857142857,0.25555555555555554,0.7604134526380747,0.3829113924050633,,0,1,0.5652173913043478,0.01636904761904762,0.5796610169491525,0.5494791666666666,0.11049723756906077,0.8362310030395137,0.057535885167464114,0.49219143576826174,0.32545605306799336,0.13997308209959622,0.229099157485418,0.37631027253668764,0.1046099290780142,1,0,0,0,0,1,0,0,0,1,0,0.42857142857142855,0.47245017584994137,0.6335282651072125,0.02758738862234407,0.21551132463967054,0.38992499666135433,0.32984293193717273,0.238562091503268,0.32308042834358625,0.895881536325775,0.7,0.35658914728682173,0.6851851851851852,0.15714285714285717,0.7,0.11538461538461538,0.11538461538461538,0.7714285714285715,0.15563501724487724,0.5259423503325943,0.5314981471678136,0.39174536551241695,0.16325566750629722
LT,0.20930232558139536,0.22033898305084743,0.03415061295971979,0.023509174311926607,0.0265282583621684,0.15254237288135594,0.6336633663366337,0.5398550724637682,0.3204787234042553,0.0002433869317026299,0.15977249224405377,0.04503249767873723,0.048327137546468404,0.04161118508655127,0.06261830847277959,0.2713649250708789,0.050914411119239215,0.050914411119239215,0.07654422132633282,0.4264705882352941,0.32515337423312884,0.23809523809523808,0.2222222222222222,0.7306386917618019,0.04430379746835443,,0,1,0.3526570048309179,0.04389880952380952,0.10847457627118644,0.125,0.03591160220994475,0.9299696048632218,0.08732057416267941,0.39193954659949626,0.1517412935323383,0.033781965006729475,0.04358392741412832,0.022536687631027254,0.03546099290780142,1,0,0,0,0,1,0,0,0,1,0,0.34285714285714286,0.388042203985932,0.51364522417154,0.0443368745716244,0.01990391214824983,0.15633070343781838,0.20418848167539266,0.011982570806100218,0.505354294827979,0.7366959740860712,0.1,0.007751937984496124,0.7037037037037037,0.2285714285714286,0.4666666666666667,0.4615384615384615,0.4615384615384615,0.3142857142857143,0.020592412254006896,0.3556541019955653,0.43356273160402325,0.4592514865337531,0.20465994962216624
LT,0.26744186046511625,0.2033898305084745,0.028021015761821366,0.0194954128440367,0.0196078431372549,0.23728813559322035,0.11386138613861384,0.1449275362318841,0.19946808510638298,0.00024124618061187607,0.1253016201309893,0.056870937790157845,0.004337050805452293,0.10119840213049268,0.0767774664950405,0.3155123531794249,0.46610702081636335,0.46610702081636335,0.39027760014528606,0.6764705882352942,0.27607361963190186,0.3333333333333333,0.17777777777777778,0.6195618636223387,0.09651898734177215,0.032316630355846046,1,0,0.18357487922705315,0.07366071428571429,0.09152542372881356,0.06770833333333333,0.024861878453038673,0.8096048632218845,0.09246411483253589,0.42418136020151137,0.15796019900497513,0.06460296096904442,0.04552819183408944,0.16142557651991615,0.05319148936170212,1,0,0,0,0,1,0,0,0,1,0,0.4425087108013937,0.48710433763188743,0.6530214424951267,0.06477039067854695,0.024708304735758406,0.41291791847008974,0.2774869109947644,0.032679738562091505,0.2711323763955343,0.044423877834335955,0.2,0.06201550387596899,0.7592592592592593,0.20000000000000004,0.6333333333333333,0.36538461538461536,0.36538461538461536,0.37142857142857144,0.061523635625887606,0.40975609756097575,0.4642668078348332,0.4753410283315845,0.21520780856423175
LT,0.20930232558139536,0.15254237288135591,0.0542907180385289,0.03669724770642202,0.039792387543252594,0.288135593220339,0.13366336633663364,0.14130434782608697,0.32978723404255317,0.0007046364551796708,0.15977249224405377,0.06778087279480037,0.013940520446096654,0.13282290279627162,0.0581509805406224,0.5321992709599028,0.40790687319105634,0.40790687319105634,0.3306727200137553,0.7058823529411765,0.25766871165644173,0.2857142857142857,0.2777777777777778,0.7312557852514656,0.12974683544303797,,1,0,0.3333333333333333,0.0625,0.24067796610169492,0.24479166666666666,0.03591160220994475,0.8468085106382978,0.07452153110047846,0.4670025188916874,0.25497512437810943,0.12113055181695828,0.06869734283862605,0.18763102725366876,0.012411347517730492,1,0,0,0,0,1,0,0,0,1,0,0.42160278745644597,0.4654161781946073,0.6237816764132553,0.040524331734064424,0.05628002745367193,0.5321533189912931,0.6832460732984293,0.21187363834422657,0.24219640009113694,0.13697362332253588,0.4,0.046511627906976744,0.6296296296296297,0.14285714285714288,0.7,0.19230769230769232,0.19230769230769232,0.6,0.05717184012984378,0.5334811529933482,0.5669666490206458,0.44980762504372157,0.15380982367758186
LT,0.18604651162790695,0.11864406779661016,0.06742556917688267,0.04529816513761468,0.04555940023068051,0.288135593220339,0.099009900990099,0.10507246376811594,0.40558510638297873,0.04597147696181312,0.21147880041365044,0.07010213556174559,0.015799256505576207,0.16711051930758988,0.04497614901188764,0.5362494937221547,0.364740307242136,0.364740307242136,0.26255259613059057,0.7794117647058824,0.1533742331288344,0.2857142857142857,0.2777777777777778,0.7559395248380129,0.16139240506329114,,0,1,0.23671497584541062,0.023809523809523808,0.33559322033898303,0.3359375,0.052486187845303865,0.8780547112462006,0.061244019138755976,0.42972292191435774,0.21724709784411278,0.038492597577388966,0.08830200907323396,0.2662473794549266,0.02482269503546099,1,0,0,0,0,1,0,0,0,1,0,0.5052264808362369,0.5533411488862837,0.7407407407407407,0.02840130226182317,0.06726149622512011,0.6714447050647206,0.7853403141361256,0.2625272331154684,0.13579403053087266,0.6552521980564553,0.5,0.05426356589147287,0.6296296296296297,0.1142857142857143,0.7666666666666667,0.11538461538461538,0.11538461538461538,0.7142857142857143,0.06700142016636235,0.42971175166297115,0.4822657490735839,0.27946834557537603,0.12909319899244331
MT,0.15116279069767438,0.1694915254237288,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.23728813559322035,0.09570957095709569,0.08333333333333334,0.5957446808510638,0.04195641595452386,0.39675973802137193,0.3061745589600743,0.15458488228004957,0.4993342210386152,0.04565760581509805,0.51559335763467,0.7353773734932095,0.7353773734932095,0.6386130060609377,0.6470588235294118,0.294478527607362,0.23809523809523808,0.2222222222222222,0.7838630052452946,0.5253164556962026,,1,0,0.6135265700483091,0.014136904761904762,0.735593220338983,0.765625,0.11049723756906077,0.807659574468085,0.057296650717703346,0.4342569269521409,0.25082918739635157,0.16689098250336473,0.32226182760855476,0.3710691823899371,0.09397163120567377,1,0,0,0,0,0,0,1,0,1,0,0.5958188153310104,0.35228604923798357,0.6481481481481481,0.027844413982179576,0.24021962937542896,0.36075843205791724,0.28534031413612565,0.23474945533769062,0.354522670312144,0.11476168440536788,0.8,0.40310077519379844,0.7777777777777778,0.17142857142857143,0.6333333333333333,0.09615384615384616,0.09615384615384616,0.8285714285714286,0.16301481030635018,0.45631929046563197,0.5092641609317099,0.3809024134312697,0.1607367758186398
LT,0.23255813953488366,0.1864406779661017,0.2119089316987741,0.13990825688073394,0.18108419838523646,0.288135593220339,0.08085808580858085,0.07608695652173914,0.526595744680851,0.01967020906081133,0.39675973802137193,0.1576137418755803,0.05855018587360595,0.42676431424766975,0.02627394563489059,0.5844471445929527,0.4959765910753475,0.4959765910753475,0.44498388680399725,0.8382352941176471,0.13496932515337426,0.19047619047619047,0.18888888888888888,0.7915766738660907,0.43037974683544306,,1,0,0.4057971014492754,0.010416666666666666,0.6406779661016949,0.5182291666666666,0.11049723756906077,0.859209726443769,0.03779904306220096,0.46952141057934504,0.2740464344941957,0.08613728129205922,0.23493195074530135,0.5020964360587002,0.09929078014184396,0,1,0,0,0,1,0,0,0,1,0,0.5470383275261324,0.4835873388042204,0.6481481481481481,0.012123029472241262,0.12560054907343857,0.6256708687025837,0.725130890052356,0.5473856209150327,0.1891091364775575,0.26284127718648775,0.8,0.23255813953488372,0.6666666666666666,0.08571428571428572,0.7,0.03846153846153847,0.03846153846153847,0.8285714285714286,0.14099208764455265,0.40487804878048766,0.41079936474325035,0.26372857642532355,0.12846347607052896
MT,0.16279069767441856,0.1864406779661017,0.2119089316987741,0.13990825688073394,0.18108419838523646,0.2033898305084746,0.1155115511551155,0.05434782608695653,0.5186170212765957,0.007717572355328453,0.39675973802137193,0.17618384401114207,0.14250309789343246,0.3558588548601864,0.034299992428257736,0.446334548400162,0.42465252377468904,0.42465252377468904,0.3859619986449539,0.47058823529411764,0.15950920245398778,0.2857142857142857,0.18888888888888888,0.7232335698858378,0.3670886075949367,,0,1,0.5217391304347826,0.01636904761904762,0.5796610169491525,0.5494791666666666,0.11049723756906077,0.785045592705167,0.043421052631578944,0.32896725440806046,0.189469320066335,0.13997308209959622,0.25502268308489956,0.37631027253668764,0.11347517730496455,1,0,0,0,0,1,0,0,0,1,0,0.43902439024390244,0.4835873388042204,0.6481481481481481,0.020733379026730638,0.14070006863417983,0.35957330042378083,0.2670157068062827,0.21296296296296297,0.26885395306447935,0.8662656177695511,0.7,0.27906976744186046,0.5185185185185185,0.17142857142857143,0.5666666666666667,0.2692307692307693,0.2692307692307693,0.7714285714285715,0.16577906269020085,0.35831485587583145,0.5029115934356803,0.23749562784190276,0.09351385390428212
LT,0.18604651162790695,0.1864406779661017,0.028021015761821366,0.0194954128440367,0.0196078431372549,0.2033898305084746,0.4042904290429043,0.41304347826086957,0.23138297872340424,0.0003257235121162395,0.1253016201309893,0.057103064066852366,0.03066914498141264,0.06125166444740346,0.3380025743923677,0.33900364520048604,0.1113972201901975,0.1113972201901975,0.11231506263484389,0.4852941176470588,0.44785276073619634,0.19047619047619047,0.2222222222222222,0.5985806849737734,0.06329113924050633,,1,0,0.30434782608695654,0.08854166666666667,0.13220338983050847,0.14583333333333334,0.024861878453038673,0.6944680851063829,0.3344497607655502,0.3445843828715363,0.13349917081260365,0.08613728129205922,0.04277381723914452,0.03563941299790356,0.015957446808510637,1,0,0,0,0,1,0,0,0,1,0,0.4529616724738676,0.49824150058616645,0.6676413255360624,0.3194396847155586,0.009608785175017159,0.2623021166186828,0.24869109947643975,0.013071895424836602,0.4511278195488721,0.22211938917167978,0.1,0.03875968992248062,0.9444444444444444,0.17142857142857143,0.4666666666666667,0.38461538461538464,0.38461538461538464,0.3142857142857143,0.01915702982349361,0.42705099778270494,0.5685547908946531,0.6502273522210563,0.29282115869017633
MT,0.13953488372093023,0.15254237288135591,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.23728813559322035,0.08250825082508251,0.05072463768115943,0.5026595744680851,0.02370931234958136,0.39675973802137193,0.26114206128133705,0.13444857496902107,0.5645805592543276,0.04066025592488831,0.4532199270959903,0.7786792578306844,0.7786792578306844,0.6742424606449094,0.5588235294117647,0.14110429447852765,0.19047619047619047,0.18888888888888888,0.781240357914224,0.5727848101265823,,1,0,0.5072463768115942,0.014136904761904762,0.8305084745762712,0.765625,0.11049723756906077,0.7444376899696049,0.0478468899521531,0.38891687657430724,0.17039800995024876,0.16689098250336473,0.34105638366817886,0.28197064989517817,0.08865248226950355,0,1,0,0,0,0,0,1,0,1,0,0.8850174216027874,0.3552168815943728,0.6530214424951267,0.023946196024674436,0.25051475634866166,0.22468805457260763,0.2356020942408377,0.23420479302832245,0.22009569377990434,0.1999074502545118,0.9,0.3953488372093023,0.7777777777777778,0.1142857142857143,0.7,0.07692307692307694,0.07692307692307694,0.8857142857142857,0.173260296206127,0.24878048780487805,0.30915828480677604,0.17418677859391396,0.07477959697732997
LT,0.17441860465116277,0.2033898305084745,0.04115586690017513,0.02809633027522936,0.02825836216839677,0.2033898305084746,0.22772277227722768,0.17753623188405798,0.1529255319148936,0.001063953292104663,0.15977249224405377,0.0383008356545961,0.040892193308550186,0.085219707057257,0.05383508745362308,0.27379505872823007,0.23464520848573517,0.23464520848573517,0.1895800798612279,0.4852941176470588,0.17791411042944785,0.14285714285714285,0.2111111111111111,0.6220302375809933,0.08544303797468354,,1,0,0.23671497584541062,0.05505952380952381,0.18983050847457628,0.19270833333333334,0.03591160220994475,0.857386018237082,0.07033492822966507,0.30226700251889166,0.07131011608623548,0.06998654104979811,0.05946208684381076,0.0749475890985325,0.015957446808510637,1,0,0,0,0,1,0,0,0,1,0,0.42160278745644597,0.4654161781946073,0.6237816764132553,0.04292323509252913,0.022649279341111873,0.2973325133732412,0.1963350785340314,0.03104575163398693,0.2964228753702438,0.2184173993521518,0.2,0.03875968992248062,0.9444444444444444,0.2285714285714286,0.5666666666666667,0.38461538461538464,0.38461538461538464,0.37142857142857144,0.03673158855751674,0.35254988913525487,0.5240868184224456,0.2521860790486184,0.1204345088161209
LT,0.26744186046511625,0.2033898305084745,0.028021015761821366,0.0194954128440367,0.0196078431372549,0.2033898305084746,0.1716171617161716,0.1920289855072464,0.23537234042553193,0.0002881780314476335,0.1253016201309893,0.05988857938718663,0.015489467162329617,0.12549933422103862,0.07973044597561899,0.33738355609558524,0.5251936788852556,0.5251936788852556,0.43657989396645547,0.4852941176470588,0.25153374233128833,0.3333333333333333,0.6666666666666666,0.6823511261956187,0.12658227848101267,0.030349794238683125,1,0,0.37681159420289856,0.07366071428571429,0.09152542372881356,0.06770833333333333,0.024861878453038673,0.7652279635258359,0.09066985645933014,0.42115869017632235,0.21766169154228857,0.06460296096904442,0.0661049902786779,0.0880503144654088,0.04609929078014185,1,0,0,0,0,1,0,0,0,1,0,0.4425087108013937,0.48710433763188743,0.6530214424951267,0.06232864976010966,0.05078929306794784,0.2835611594789387,0.31675392670157065,0.09041394335511982,0.32353611300979723,0.22952336881073576,0.3,0.06976744186046512,0.7037037037037037,0.1142857142857143,0.65,0.34615384615384615,0.34615384615384615,0.4857142857142857,0.0452475147088659,0.43725055432372506,0.5002646903123346,0.43756558237145854,0.15097607052896725
HT,0.12790697674418605,0.10169491525423725,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.13559322033898305,0.12706270627062705,0.07246376811594205,0.6688829787234043,0.013666884309694226,0.4183040330920372,0.3126740947075209,0.2738537794299876,0.4570572569906791,0.04951919436662376,0.3981368975293641,0.38030192192591605,0.38030192192591605,0.3464514784723711,0.3382352941176471,0.294478527607362,0.42857142857142855,0.2222222222222222,0.8892317186053686,0.4462025316455696,,0,1,0.642512077294686,0.011532738095238096,0.6745762711864407,0.5625,0.11878453038674033,0.7523404255319148,0.057535885167464114,0.4987405541561712,0.3370646766169154,0.13674293405114402,0.36795204147764093,0.43134171907756813,0.16666666666666669,1,0,0,0,0,1,0,0,0,1,0,0.4738675958188153,0.5199296600234466,0.6968810916179338,0.02694482522275531,0.1523678792038435,0.2084605074377706,0.2879581151832461,0.17973856209150327,0.428343586238323,0.6260990282276724,0.7,0.3643410852713178,0.2777777777777778,0.08571428571428572,0.31666666666666665,0.19230769230769232,0.19230769230769232,0.8285714285714286,0.2774852911341043,0.5791574279379159,0.5881418740074112,0.41343126967471144,0.19867758186397985
LT,0.3372093023255814,0.23728813559322032,0.01926444833625219,0.013761467889908258,0.011534025374855825,0.06779661016949153,0.4240924092409241,0.3731884057971015,0.13031914893617022,0.00023317719573134231,0.1253016201309893,0.04085422469823584,0.0027881040892193307,0.04061251664447404,0.09479821306882714,0.32725799918995546,0.09085588880760789,0.09085588880760789,0.0865600568927159,0.4264705882352941,0.4049079754601227,0.2857142857142857,0.2222222222222222,0.5888614625115705,0.03481012658227848,0.0470679012345679,1,0,0.3333333333333333,0.08110119047619048,0.04745762711864407,0.044270833333333336,0.024861878453038673,0.9417629179331306,0.13014354066985642,0.40755667506297205,0.2877280265339967,0.04441453566621804,0.020090732339598186,0.05660377358490566,0.11347517730496455,1,0,0,0,0,1,0,0,0,1,0,0.23344947735191637,0.2672919109026964,0.36062378167641324,0.08516106922549693,0.002059025394646534,0.33196662713955344,0.4083769633507853,0.011982570806100218,0.25131009341535654,0.007866728366496992,0.0,0.007751937984496124,0.5185185185185185,0.20000000000000004,0.48333333333333334,0.6153846153846154,0.6153846153846154,0.2,0.024421789409616555,0.24745011086474497,0.28798305982001055,0.5855194123819517,0.3214735516372796
SPG,0.6744186046511628,0.7457627118644068,0.14623467600700527,,,0.1016949152542373,0.06435643564356436,0.3623188405797102,0.0,3.6063422221161e-05,0.2890382626680455,0.0,0.0012391573729863693,0.005326231691078562,0.010449004315893087,0.07614418793033617,0.18215069495245065,,,0.3235294117647059,0.01840490797546014,0.19047619047619047,0.5,0.02005553841406974,0.006329113924050633,,1,0,0.5120772946859904,0.04017857142857143,0.0,,,0.12449848024316112,0.002511961722488038,0.44886649874055395,0.1824212271973466,0.23418573351278602,0.0004860661049902787,0.024633123689727462,0.13120567375886527,0,0,1,0,0,0,0,0,0,0,0,0.08013937282229965,,,0.0323423577793009,0.06794783802333562,0.27092297850702857,0.015706806282722512,0.0,0.4452039188881294,0.03007866728366497,0.1,0.10077519379844961,0.1111111111111111,0.6857142857142857,0.15,0.8461538461538461,0.8461538461538461,0.02857142857142857,0.01250253601136133,0.2869179600886918,0.29168872419269454,0.09024134312696747,0.06926952141057935
TD,0.16279069767441856,0.2711864406779661,0.649737302977233,0.42660550458715596,0.6251441753171857,0.03389830508474576,0.13696369636963696,0.043478260869565216,0.6063829787234043,0.07290805391728632,0.6337469837986901,0.4565923862581244,0.5136307311028501,0.534953395472703,0.02695540243810101,0.29890643985419196,0.6386247256766642,0.6386247256766642,0.6417235140008084,0.17647058823529413,0.27607361963190186,0.3333333333333333,0.17777777777777778,0.8815180499845726,0.5727848101265823,,1,0,0.7342995169082126,0.005580357142857143,0.9355932203389831,0.8828125,0.22099447513812154,0.7844376899696048,0.035287081339712915,0.4826196473551636,0.2898009950248756,0.22409152086137282,0.5262475696694751,0.43658280922431864,0.2907801418439716,1,0,0,0,0,1,0,0,0,1,0,0.42160278745644597,0.4654161781946073,0.6237816764132553,0.010580877313228237,0.24090597117364448,0.13008795033562368,0.12303664921465966,0.1579520697167756,0.4994303941672363,0.2003701989819528,0.9,0.31007751937984496,0.18518518518518517,0.1142857142857143,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.7142857142857143,0.36463278555487927,0.49445676274944567,0.5039703546850185,0.3658621895767751,0.18561083123425692
TD,0.17441860465116277,0.2711864406779661,0.649737302977233,0.42660550458715596,0.6251441753171857,0.1016949152542373,0.11386138613861384,0.05072463768115943,0.5704787234042553,0.08104702489117162,0.6337469837986901,0.4370937790157846,0.24659231722428748,0.5386151797603196,0.0254410539865223,0.34305386796273796,0.572787125091441,0.572787125091441,0.5811882440940973,0.3382352941176471,0.27607361963190186,0.23809523809523808,0.13333333333333333,0.8346189447701328,0.5886075949367089,,1,0,0.7391304347826086,0.005580357142857143,0.9355932203389831,0.8828125,0.22099447513812154,0.7880851063829787,0.03385167464114832,0.44836272040302255,0.2524875621890547,0.22409152086137282,0.39014906027219703,0.4758909853249476,0.3173758865248227,1,0,0,0,0,1,0,0,0,1,0,0.42160278745644597,0.4654161781946073,0.6237816764132553,0.010495202193283072,0.3383665065202471,0.20371571534867852,0.13350785340314136,0.1503267973856209,0.4752791068580542,0.1892642295233688,0.9,0.35658914728682173,0.2222222222222222,0.28571428571428575,0.23333333333333334,0.2692307692307693,0.2692307692307693,0.8285714285714286,0.31036214242239807,0.43680709534368084,0.47114875595553196,0.35501923749562786,0.17317380352644837
HT,0.15116279069767438,0.15254237288135591,0.3432574430823117,0.22591743119266056,0.2877739331026528,0.1016949152542373,0.10396039603960396,0.06521739130434782,0.6542553191489362,0.5310729197457117,0.48293691830403307,0.4468430826369545,0.3763940520446097,0.6654460719041279,0.05746952373741198,0.41433778857837184,0.7164327990955641,0.7164327990955641,0.6083915936906047,0.36764705882352944,0.27607361963190186,0.3333333333333333,0.16666666666666666,0.906047516198704,0.6518987341772152,,1,0,0.6376811594202898,0.011160714285714286,0.8101694915254237,0.7916666666666666,0.13812154696132597,0.7241337386018237,0.06363636363636363,0.49773299748110805,0.35696517412935325,0.17765814266487215,0.5179844458846403,0.43658280922431864,0.12765957446808512,1,0,0,0,0,0,0,1,0,1,0,0.5588850174216028,0.45310668229777257,0.8157894736842105,0.03212816997943797,0.19148936170212766,0.2378584150367662,0.2617801047120419,0.20642701525054466,0.39553429027113235,0.15594632114761683,0.9,0.4806201550387597,0.2962962962962963,0.08571428571428572,0.43333333333333335,0.15384615384615388,0.15384615384615388,0.8857142857142857,0.2582673970379387,0.44124168514412404,0.4245632609846479,0.41657922350472193,0.1769521410579345
HT,0.27906976744186046,0.16271186440677965,0.0893169877408056,0.05963302752293578,0.09169550173010381,0.06779661016949153,0.2013201320132013,0.07608695652173914,0.45611702127659576,0.002266890731947499,0.2890382626680455,0.0947075208913649,0.13878562577447337,0.24533954727030627,0.05572802301809646,0.3066018631024706,0.37579272963959237,0.37579272963959237,0.44625135755902323,0.3235294117647059,0.24539877300613497,0.42857142857142855,0.2777777777777778,0.7519284171551991,0.24050632911392406,,0,1,0.391304347826087,0.036458333333333336,0.24745762711864408,0.23697916666666666,0.07734806629834254,0.7031003039513678,0.06016746411483253,0.3773299748110832,0.13142620232172472,0.11440107671601615,0.1822747893713545,0.3553459119496855,0.03918439716312057,1,0,0,0,0,1,0,0,0,1,0,0.24668989547038328,0.2813599062133646,0.3791423001949318,0.037482864976010964,0.03431708991077557,0.20949609824080578,0.28534031413612565,0.09477124183006536,0.24538619275461385,0.00046274872744099955,0.4,0.17054263565891473,0.1111111111111111,0.2285714285714286,0.3375,0.34615384615384615,0.34615384615384615,0.4857142857142857,0.22810407790626902,0.4008869179600887,0.5029115934356803,0.22875131164742918,0.11413727959697734
