accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.36	2.1	240	240	320	17	0.72	0.14	497	105559	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A117_T26E5_Patriot.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A117_T26E5_Patriot.png	90	HT	964	653	1435	6.87	1163	2000.0000000000002	2000.0000000000002	2666.666666666667	45	0.5	10	20	72.08	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A117_T26E5_Patriot.png		True	268	70	T26E5 P	USA	230	259	45	60.92	4.19	48.76	1123	16800	2133	704	7.2	ARMOR_PIERCING_CR	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1021	1021	823	9.53	147	15.262210852645955	1.03	285	20.98	59169	8	40	35	0.13	25	0.15	0.15	390	46127	47.41	-1.35	1016	941
0.38	2.1	400	400	515	10	1.12	0.15	460	100173	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A39_T28.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A39_T28.png	120	TD	1093	1020	1377	4.68	963	2637.3626373626375	2637.3626373626375	3395.604395604396	22	0.63	5	20	69.32	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A39_T28.png		False	309	40	T28	USA	248	297	60	65.67	3.07	48.42	1031	16000	2445	780	9.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	6.74	253	13.074305637037162	0.42	215	29.26	8225	8	36	24	0.08	26	0.19	0.19	360	59659	47.39	-1.03	1010	993
0.4	2.3	320	320	420	10	1.12	0.2	452	68303	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A102_T28_concept.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A102_T28_concept.png	105	TD	950	795	756	4.65	952	1920	1920	2520	29	0.72	4.4	15	68.17	880	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png		True	276	60	T28 HTC	USA	181	224	53	69.87	3.25	49.59	1232	19200	1574	960	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	872	1075	901	6.81	222	13.768375761921837	0.65	208	27.27	56609	7	32	18	0.18	18	0.21	0.21	370	69725	51.44	1.85	1277	1280
0.38	2.1	400	400	515	12	0.95	0.18	451	205350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A68_T28_Prototype.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A68_T28_Prototype.png	120	TD	1091	520	1166	4.55	997	2448.9795918367345	2448.9795918367345	3153.0612244897957	32	0.65	10	15	66.07	1400	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A68_T28_Prototype.png		False	311	40	T28 Prototype	USA	248	297	60	67.34	3.06	48.18	985	16000	1727	830	9.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	6.89	360	12.564525651311707	0.4	192	30.41	11297	8	38	24	0.12	18	0.2	0.2	380	66059	49.14	0.96	1066	1003
0.42	2.5	320	320	420	12	1.04	0.18	501	359095	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A11_T29.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A11_T29.png	105	HT	1060	697	1189	5.6	1080	1454.5454545454547	1454.5454545454547	1909.0909090909092	35	0.71	10	15	72.51	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A11_T29.png		False	281	63	T29	USA	198	245	53	69.61	3.9	49.21	1198	20160	1869	850	13.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	7.72	126	13.242763219393638	0.88	237	26.89	3873	7	34	25	0.18	26	0.22	0.22	370	64186	50.54	1.33	1248	1293
0.51	2.5	40	40	50	20	0.79	0.46	344	4900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A148_Convertible_Medium_Tank_T3.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A148_Convertible_Medium_Tank_T3.png	37	MT	346	8	417	12.99	1136	1021.2765957446809	1021.2765957446809	1276.595744680851	48	0.67	15	15	51.11	450	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A148_Convertible_Medium_Tank_T3.png	0.8	True	186	160	T3 Convert.	USA	48	70	19	66.52	8.64	48.87	1028	6400	398	340	15	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	782	978	782	25.41	9	31.627906976744185	1.34	65	18.71	34593	3	10	40	0.14	40	0.21	0.21	300	10750	48.24	-0.63	1032	1012
0.38	1.7	45	45	60	7	0.48	0.51	140	456	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A46_T3.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A46_T3.png	40	TD	257	13	205	4.93	909	1080	1080	1440	72.4	0.58	6.92	20.53	59.31	220	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A46_T3.png		False	170	230	T3 HMC	USA	64	121	23	76.63	3.77	49.96	1356	10350	214	288	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	8.3	50	32.13568399910734	0.84	13	12.06	6177	2	9	34	0.08	50	0.38	0.38	270	8962	41.01	-8.95	953	1316
0.37	2.9	750	750	950	12	0.75	0.15	494	457053	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A14_T30.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A14_T30.png	155	TD	1533	458	1398	3.65	1054	2142.857142857143	2142.857142857143	2714.285714285714	35	0.75	10	15	69.74	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A14_T30.png		False	312	34	T30	USA	276	320	90	67.59	2.47	49.08	1171	25500	1889	930	21	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	870	1088	870	5.23	438	14.515373809895427	0.48	220	29.92	2593	9	42	25	0.22	18	0.22	0.22	380	64070	49.41	0.33	1219	1185
0.38	1.9	320	320	420	14	0.87	0.14	528	357098	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A12_T32.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A12_T32.png	105	HT	1222	781	1530	6.7	1149	2133.3333333333335	2133.3333333333335	2800	35	0.65	10	20	74.73	1650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A12_T32.png		False	284	43	T32	USA	218	252	53	62.66	4.2	49.26	1219	13760	2346	865	9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	8.96	160	15.109434225925344	0.89	271	25.98	4385	8	45	29	0.1	25	0.16	0.16	390	57249	50.18	0.92	1311	1311
0.35	3.2	400	400	515	12	0.86	0.09	442	70771	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A13_T34_hvy.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A13_T34_hvy.png	120	HT	964	573	1382	3.96	1011	1600	1600	2060	35	0.49	10	15	71.37	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A13_T34_hvy.png		True	276	34	T34	USA	248	297	60	65.85	2.6	48.1	971	13600	2005	930	15	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	5.54	150	14.343440574971467	0.68	233	22.9	2849	8	30	26	0.16	24	0.25	0.25	380	64838	47.55	-0.55	960	816
0.35	3.2	400	400	515	12	0.89	0.13	476	8380	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A13_T34_hvy_BF.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A13_T34_hvy_BF.png	120	HT	1119	634	1388	4.4	1045	1600	1600	2060	35	0.54	10	15	72.89	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A13_T34_hvy_BF.png		True	276	34	T34 B	USA	248	297	60	68.33	3	49.09	1219	13600	2066	930	15	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	6.03	161	14.343440574971467	0.77	240	23.09	59425	8	33	26	0.16	24	0.25	0.25	380	64838	49.2	0.11	1236	1070
0.38	1.7	125	125	185	22	0.67	0.28	388	60269	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A94_T37.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A94_T37.png	76	LT	544	26	735	5.69	1430	1829.2682926829268	1829.2682926829268	2707.317073170732	65	0.61	9	20	67.46	800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A94_T37.png		False	220	50	T37	USA	145	180	38	78.89	4.49	48.81	1098	6250	741	610	4.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	975	1250	732	8.44	139	26.372676178123648	2.22	386	17.25	16673	6	18	57	0.08	44	0.12	0.12	380	23130	49.74	0.93	1534	1170
0.45	1.5	35	35	42	20	0.91	0.26	218	6612	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A154_Convertible_Medium_Tank_T3E2.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A154_Convertible_Medium_Tank_T3E2.png	37	MT	181	38	436	8.4	1022	1166.6666666666667	1166.6666666666667	1400	56.3	0.32	8	12	59.85	470	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A154_Convertible_Medium_Tank_T3E2.png		True	181	240	T3E2 Medium	USA	45	64	19	59	4.96	46.17	693	8400	445	435	1.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	600	750	600	14.04	14	37.02127659574468	1.36	62	14.97	32289	3	7	36	0.12	36	0.21	0.21	310	11750	45.57	-0.6	514	361
0.41	2	115	115	185	14	0.89	0.61	252	9487	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A29_T40.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A29_T40.png	76	TD	514	43	301	5.68	902	1769.2307692307693	1769.2307692307693	2846.153846153846	38	0.9	10	30	53.65	380	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A29_T40.png		False	279	100	T40	USA	128	177	38	80.61	4.58	49.76	1053	11500	357	440	3.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	10.58	229	20.354350742471205	0.36	61	31.19	7713	4	23	32	0.08	44	0.23	0.23	300	21617	50.8	1.04	1280	1563
0.33	2	280	280	370	20	0.69	0.14	445	7737	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A136_T42.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A136_T42.png	90	MT	926	335	1209	4.98	1242	1846.1538461538464	1846.1538461538464	2439.5604395604396	51.5	0.54	10	20	66.9	1350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A136_T42.png		True	266	60	T42	USA	190	268	45	70.29	3.5	46.24	1141	16800	1594	500	9.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	814	1410	732	7.44	283	14.917802905988006	0.9	356	22.53	50721	8	39	42	0.1	37	0.2	0.2	400	33517	48.92	2.68	1042	889
0.52	3.2	700	700	910	24	0.4	0.21	514	190583	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A100_T49.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A100_T49.png	152	LT	1130	8	1460	3.16	1790	1826.0869565217392	1826.0869565217392	2373.913043478261	65	0.68	10	20	68.57	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A100_T49.png		False	253	22	T49	USA	152	200	76	58.16	1.84	51.14	1526	15400	1365	930	23	HOLLOW_CHARGE	HOLLOW_CHARGE	HIGH_EXPLOSIVE	683	732	683	4.6	231	41.605153670648235	2.66	899	21.17	18209	9	46	52	0.2	44	0.1	0.1	410	22353	51.28	0.14	1792	1537
0.38	2.5	450	450	530	15	0.39	0.15	591	4251	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A156_T54_2022.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A156_T54_2022.png	120	HT	1869	883	1614	6.71	1276	2195.121951219512	2195.121951219512	2585.3658536585367	40	0.79	12	20	75.52	1700	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A156_T54_2022.png		True	286	40	T54 Heavy	USA	240	300	60	66.42	4.46	53.27	1911	18000	2523	880	12.3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	947	900	8.89	286	15.798922800718133	1.25	361	26.75	33313	9	56	24	0.1	30	0.2	0.2	400	55700	50.84	-2.43	1967	1754
0.38	2.9	390	390	480	20	0.65	0.15	512	164435	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A89_T54E1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A89_T54E1.png	105	HT	1474	338	1781	6.36	1215	2228.5714285714284	2228.5714285714284	2742.857142857143	35	0.75	8	13	74.65	1900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A89_T54E1.png	2	False	280	40	T54E1	USA	248	310	53	67.27	4.28	49.52	1256	15600	2161	870	36	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	1067	1067	8.52	240	16.07212133527923	0.72	236	23.85	15393	9	52	40	0.16	36	0.2	0.2	400	54131	48.8	-0.72	1243	1167
0.4	2	75	75	95	14	0.55	0.51	180	780	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A109_T56_GMC.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A109_T56_GMC.png	57	TD	349	32	238	5.02	814	1125	1125	1425	50	0.64	5	25	52.33	285	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A109_T56_GMC.png		False	251	95	T56 GMC	USA	110	180	29	83.41	4.19	47.47	958	7125	277	400	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	823	1029	823	9.6	152	28.71706511594515	0.29	27	25.51	6433	3	17	30	0.14	44	0.28	0.28	290	13929	46.92	-0.55	1087	1270
0.35	2.7	400	400	515	14	0.5	0.17	560	539774	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A67_T57_58.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A67_T57_58.png	120	HT	2157	678	2139	8.51	1234	3096.7741935483873	3096.7741935483873	3987.0967741935483	35.4	0.86	8	12	78.3	2250	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A67_T57_58.png	2	False	285	44	T57 Heavy	USA	258	340	60	67.39	5.73	51.38	1539	17600	2804	870	25	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1067	1067	1067	10.87	348	16.07212133527923	0.69	273	25.92	14881	10	72	30	0.18	36	0.22	0.22	400	54131	49.83	-1.55	1581	1436
0.4	1.8	110	110	175	16	1.1	0.3	276	63329	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A129_T6_medium.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A129_T6_medium.png	75	MT	485	117	519	5.87	995	1650	1650	2625	40	0.76	12	25	60.88	570	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A129_T6_medium.png		False	224	75	T6	USA	104	139	38	78.25	4.59	47.8	988	8250	637	500	4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	619	820	619	9.64	74	19.307255666679538	0.9	103	21.89	20257	4	22	47	0.16	37	0.27	0.27	340	25897	49.93	2.13	1141	1365
0.41	2.3	115	115	185	15	0.9	0.5	306	72990	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A58_T67.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A58_T67.png	76	TD	559	2	391	6.8	1246	1864.8648648648646	1864.8648648648646	2999.9999999999995	61	0.77	10	20	56.18	470	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A58_T67.png		False	285	70	T67	USA	128	177	38	76.27	5.19	49.29	1097	8050	381	380	3.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	12.11	255	26.212319790301443	0.68	139	27.02	10529	5	26	32	0.08	18	0.24	0.24	320	14497	50.32	1.03	1172	1338
0.38	2.5	240	240	320	20	0.74	0.19	475	144003	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A90_T69.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A90_T69.png	90	MT	1050	303	1345	6.76	1316	1920	1920	2560	51.5	0.69	9	14	69.36	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A90_T69.png	2	False	280	40	T69	USA	212	280	45	70.48	4.77	48.83	1150	9600	1687	600	24	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1143	914	9.75	239	17.514157277132348	0.8	285	24.22	14625	8	38	53	0.16	38	0.2	0.2	400	34258	48.86	0.03	1201	1068
0.53	1.7	8			20	1.74	0.92	316	1736	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A93_T7_Combat_Car.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A93_T7_Combat_Car.png	12.7	LT	297	18	280	76.01	1249	817.8438661710038			56	0.77	15	40	59.92	300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A93_T7_Combat_Car.png	0.10909090909090909	True	186	2700	T7 Car	USA	27			47.19	35.87	48.74	1100	21600	293	262	24	ARMOR_PIERCING			895			126.85	4	26.847013013628445	1.49	25	18.89	55073	2	10	44	0.1	24	0.26	0.26	280	9759	43.43	-5.31	1494	1508
0.36	1.8	150	150	185	25	0.58	0.24	411	47082	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A112_T71E2R.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A112_T71E2R.png	76	LT	551	7	888	4.95	1508	2093.0232558139533	2093.0232558139533	2581.3953488372094	65	0.52	10	20	68.11	950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png		False	216	60	T71 CMCD	USA	175	210	38	77.5	3.83	49.02	1098	9000	881	450	4.3	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975	7.26	139	26.899396257995097	2.48	531	15.04	19745	7	17	65	0.08	46	0.12	0.12	390	16729	47.79	-1.23	1112	1023
0.38	1.9	150	150	185	25					http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A112_T71E2.png		76	LT						2093.0232558139533	2093.0232558139533	2581.3953488372094	64		10	20		840	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A112_T71E2.png		True		60	T71 CMCD P	USA	175	210	38					9000		600	4.3	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975			35.951824555096174				57633	7		65	0.08	46	0.12	0.12	400	16689				
0.39	2.1	150	150	185	23	0.49	0.28	451	84460	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A103_T71E1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A103_T71E1.png	76	LT	689	6	779	6.25	1475	1800	1800	2220	64	0.69	7	20	71.32	840	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A103_T71E1.png	2	False	225	60	T71 DA	USA	145	210	38	77.55	4.85	50.96	1455	9000	792	420	20	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975	8.76	178	25.128634677515855	2.34	550	16.8	15649	7	22	56	0.12	42	0.18	0.18	390	16714	48.97	-1.99	1440	1274
0.37	2.7	360	360	460	12	0.53	0.18	530	32718	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A132_T77.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A132_T77.png	120	HT	1418	335	1370	5.83	1248	1472.7272727272727	1472.7272727272727	1881.8181818181818	48	0.8	8	15	77.23	1450	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A132_T77.png	2	True	272	36	T77	USA	232	299	60	72.88	4.25	50.65	1464	12960	1762	800	40	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1143	850	850	7.55	234	16.418676244227807	0.93	211	24.17	51233	8	42	30	0.14	36	0.24	0.24	370	48725	51.33	0.68	1525	1444
0.38	2	240	240	320	14	0.88	0.52	480	96690	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A123_T78.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A123_T78.png	90	TD	1013	52	528	5.78	1264	1734.9397590361443	1734.9397590361443	2313.2530120481924	55	1.05	10	20	62.73	670	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A123_T78.png		True	312	47	T78	USA	160	221	45	80.55	4.66	50.36	1365	11280	572	550	8.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	853	1066	853	9.21	486	22.083918891788798	0.71	203	34.33	61217	6	36	30	0.16	20	0.3	0.3	370	24905	53.58	3.22	1538	1777
0.35	2	410	410	520	12	0.43	0.21	643	1400820	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A182_T803.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A182_T803.png	120	HT	2706	1426	2318	10.66	1339	2733.3333333333335	2733.3333333333335	3466.666666666667	37	0.9	10	20	80.04	2350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A182_T803.png		False	292	46	T803	USA	262	340	60	64.32	6.85	52.47	1859	18860	3719	1030	9	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	1100	1100	13.32	332	17.252931323283082	1.2	410	26.78	69153	11	71	30	0.06	32	0.145	0.145	400	59700	49.64	-2.83	1730	1680
0.78	5	410			12	0.34	0.44	178	1979	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A27_T82.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A27_T82.png	105	SPG	346	7	129	2.35	521	1892.3076923076922			64	0.63	7	27	25.76	200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A27_T82.png		False	300	85	T82 HMC	USA	27			8.68	0.2	48.1	856	34850	137	296	13	HIGH_EXPLOSIVE			410			9.11	297	20.556983123828044	0.06	10	37.09	18721	4	38	29	0.44	44	0.3	0.3	255	14399	49.27	1.17	1053	1054
0.38	1.8	150	150	185	25	0.55	0.21	460	85723	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A99_T92_LT.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A99_T92_LT.png	76	LT	501	3	927	4.31	1494	2000	2000	2466.666666666667	60	0.41	10	20	72.12	1000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A99_T92_LT.png		True	218	60	T92	USA	189	230	38	78.07	3.37	50.7	1512	9000	919	600	4.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1219	975	975	5.98	130	35.90234561991383	3.07	1017	15.02	57889	8	11	55	0.05	50	0.08	0.08	400	16712	47.68	-3.02	806	1156
0.83	5.9	1100	1420	750	10	0.02	0.21	445	549273	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A38_T92.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A38_T92.png	240	SPG	1309	2	300	1.76	353	1346.938775510204	1738.7755102040817	918.3673469387755	32.2	0.46	1	65	30.41	500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A38_T92.png		False	356	16	T92 HMC	USA	60	75	372	7.93	0.14	50.55	1311	17600	338	500	49	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	460	492	552	5.79	1247	8.6852298980354	0.02	20	40.04	8481	10	43	20	0.45	8	0.3	0.3	310	57569	49.48	-1.07	1052	815
0.38	2.7	750	750	950	10	1.36	0.14	532	247106	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A40_T95.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A40_T95.png	155	TD	1587	1452	1483	4.01	976	2368.421052631579	2368.421052631579	3000	20	0.79	5	20	73.92	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A40_T95.png		False	331	30	T95	USA	276	320	90	64.9	2.6	49.15	1136	22500	2965	780	19	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	870	1088	870	5.42	321	8.917343089059106	0.42	279	35.54	8737	9	40	24	0.08	26	0.17	0.17	360	87470	51.38	2.23	1193	1230
