accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.43	2.3	75	75	95	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R10_AT-1.png	57	TD	1451.6129032258066	1451.6129032258066	1838.7096774193549	30	8	45	250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R10_AT-1.png		False	120	AT-1	USSR	75	112	29	9000	130	3.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1063	850	13.464526152252718	5121	2	32	0.16	44	0.28	0.28	250	9655
0.38	2.1	70	70	90	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch30_T-26G_FT.png	47	TD	1448.2758620689656	1448.2758620689656	1862.0689655172414	36	6	15	250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch30_T-26G_FT.png		False	160	T-26G FT	China	81	130	25	11200	120	2.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	810	810	810	12.244897959183673	6449	2	33	0.12	44	0.28	0.28	270	9800
0.39	1.9	60	60	75	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G08_Pz38t.png	47	LT	1440	1440	1800	42	10	20	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png		False	100	Pz. 38 (t)	Germany	62	115	24	6000	200	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	775	969	775	20.36659877800407	3345	3	35	0.12	32	0.23	0.23	330	9820
0.35	1.7	60	60	75	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G21_PanzerJager_I.png	47	TD	1440	1440	1800	40	8	10	240	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G21_PanzerJager_I.png		False	170	Pz.Jäg. I	Germany	62	115	24	10200	100	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	775	969	775	16.420361247947454	3601	2	36	0.08	26	0.32	0.32	300	6090
0.38	3.4	240	240	320	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F129_ARL_44_BPXIV.png	90	HT	1440	1440	1920	37	10	15	1000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F129_ARL_44_BPXIV.png		True	50	CDT	France	212	259	45	12000	830	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	17.6859151928404	56897	6	29	0.2	22	0.24	0.24	350	46930
0.38	3.4	240	240	320	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F06_ARL_44.png	90	HT	1440	1440	1920	37	10	15	1000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png		False	50	ARL 44	France	212	259	45	12000	830	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	17.6859151928404	2625	6	29	0.2	22	0.24	0.24	350	46930
0.388571428571429	1.14285714285714	52	52	62	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G34_S35_captured.png	47	MT	1436.8421052631588	1436.8421052631588	1713.1578947368432	37	10	20	465	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png		True	195	Pz. S35	Germany	55	90	24	10140	220	2.17142857142857	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	700	11.578947368421053	51985	3	40	0.06	41	0.23	0.23	330	19000
0.388571428571429	1.14285714285714	52	52	62	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G35_B-1bis_captured.png	47	HT	1436.8421052631588	1436.8421052631588	1713.1578947368432	30	10	20	610	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G35_B-1bis_captured.png		True	195	Pz. B2	Germany	55	90	24	10140	340	2.17142857142857	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	660	825	700	11.683848797250858	52241	4	45	0.06	44	0.23	0.23	330	29100
0.37	1.9	55	55	70	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F30_RenaultFT_AC.png	47	TD	1434.7826086956522	1434.7826086956522	1826.0869565217392	21	15	15	240	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F30_RenaultFT_AC.png		False	300	FT AC	France	66	98	24	16500	45	2.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	855	1069	855	10.031208203299153	7745	2	30	0.12	24	0.28	0.28	300	4486
0.38	2.5	150	150	185	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S02_Strv_M42.png	75	MT	1428.5714285714287	1428.5714285714287	1761.904761904762	45	15	25	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png		False	50	Strv m/42	Sweden	128	144	38	7500	480	6.3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	850	890	850	21.58176340991862	1153	5	45	0.12	40	0.23	0.23	350	22241
0.41	2.5	300	300	410	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl20_CS_44.png	100	MT	1417.3228346456694	1417.3228346456694	1937.0078740157483	57	6	15	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png		False	40	CS-44	Poland	168	220	53	12000	550	12.7	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	966	846	846	18.456375838926174	4241	7	36	0.12	42	0.2	0.2	370	29800
0.55	2.3	110	110	164	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R143_T_29.png	76	MT	1410.2564102564104	1410.2564102564104	2102.5641025641025	44.6	5	25	445	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R143_T_29.png		True	115	T-29	USSR	66	75	38	12650	500	4.68	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	558	446	558	17.699115044247787	47873	3	46	0.16	34	0.2	0.2	300	28250
0.42	2.3	70	70	90	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch08_Type97_Chi_Ha.png	47	LT	1400	1400	1800	40	15	20	430	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch08_Type97_Chi_Ha.png		False	180	Chi-Ha	China	81	130	25	12600	280	3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	810	810	810	18.0296200901481	4401	3	32	0.14	30	0.2	0.24	330	15530
0.76	5.5	280			10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB27_Sexton.png	87.6	SPG	1400			40.2	9	40	250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB27_Sexton.png		False	195	Sexton II	UK	22			54600	460	12	HIGH_EXPLOSIVE			410			17.93022802572598	3409	3	20	0.44	16	0.44	0.44	260	25655
0.44	2.3	70	70	90	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J07_Chi_Ha.png	47	LT	1400	1400	1800	45	15	20	430	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J07_Chi_Ha.png		False	160	Chi-Ha	Japan	81	122	25	11200	270	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	810	810	810	17.17557251908397	2145	3	45	0.13	36	0.24	0.24	330	15720
0.44	1.7	70	70	95	16	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB06_Vickers_Medium_Mk_III.png	57	MT	1400	1400	1900	48	8	16	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB06_Vickers_Medium_Mk_III.png		False	160	Medium III	UK	57	72	29	11200	220	3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	538	673	538	12.068019747668679	2385	3	32	0.1	40	0.19	0.19	330	18230
0.39	2.1	135	135	175	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl17_DS_PZlnz.png	75	MT	1396.5517241379312	1396.5517241379312	1810.344827586207	56	8	15	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl17_DS_PZlnz.png		False	85	DS PZInż	Poland	135	175	38	11475	585	5.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	18.762026940346377	3729	5	39	0.12	45	0.25	0.25	340	31180
0.38	2	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F85_M4A1_FL10.png	75	MT	1393.5877173176789	1393.5877173176789	1806.5025965229172	48	6	12	810	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png	1.7497812773403325	True	72	M4A1 FL 10	France	148	186	38	9720	530	18	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	925	1160	840	17.696160267111853	60993	6	43	0.18	36	0.21	0.21	370	29950
0.76	4.8	900	1200	640	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G61_G_E.png	210	SPG	1384.6153846153848	1846.1538461538462	984.6153846153846	40	1	45	550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G61_G_E.png		False	30	G.W. E 100	Germany	53	66	372	27000	900	39	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	435	465	522	10.377630441049293	9233	10	20	0.45	12	0.25	0.25	310	86725
0.75	5.2	900	1200	600	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R51_Object_212.png	203	SPG	1384.6153846153848	1846.1538461538462	923.0769230769231	35	1.2	45	460	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png		False	40	212A	USSR	52	65	258	36000	850	39	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	425	455	510	15.671091445427729	8449	9	18	0.42	12	0.24	0.24	270	54240
0.38	2.7	240	240	320	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F05_BDR_G1B.png	90	HT	1384.6153846153845	1384.6153846153845	1846.1538461538462	30	8	17	920	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png		False	60	BDR G1 B	France	135	175	45	14400	500	10.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	800	1000	800	13.35113484646195	6721	5	34	0.13	26	0.28	0.28	330	37450
0.38	1.9	115	115	165	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch31_M3G_FT.png	76	TD	1380	1380	1980	55	5	15	285	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch31_M3G_FT.png		False	70	M3G FT	China	85	106	38	8050	310	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	700	875	700	23.39622641509434	6705	3	40	0.12	40	0.22	0.22	310	13250
0.37	2.2	230	230	280	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB102_LHMTV.png	83.4	LT	1380	1380	1680	63	10	15	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB102_LHMTV.png		False	33	LHMTV	UK	226	258	42	7590	160	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1020	1275	1020	35.351303579319485	59473	8	50	0.12	43	0.16	0.16	380	4526
0.74	4.8	850	1000	560	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB30_FV3805.png	182.9	SPG	1378.3783783783786	1621.6216216216217	908.1081081081081	40	2	63	450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB30_FV3805.png		False	48	FV3805	UK	46	58	306	40800	750	37	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	440	471	528	14.46396544076524	11601	9	22	0.47	12	0.3	0.3	275	51853
0.4	2.5	110	110	175	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G20_Marder_II.png	75	TD	1375	1375	2187.5	40	8	10	295	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png		False	65	Marder II	Germany	108	154	38	7150	140	4.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	790	988	790	13.011152416356877	6673	3	38	0.18	26	0.3	0.3	310	10760
0.39	2.1	110	110	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/sweden-S20_Ikv_72.png	75	TD	1375	1375	2187.5	57	12	20	265	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S20_Ikv_72.png		False	75	Ikv 72	Sweden	97	120	38	8250	145	4.8	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	655	705	615	18.53035143769968	2945	3	40	0.16	36	0.26	0.26	300	7825
0.42	2	110	110	175	21	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A34_M24_Chaffee_CFE_V.png	75	LT	1375	1375	2187.5	62	10	15	550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee_CFE_V.png		True	60	Chaffee Camo	USA	96	143	38	6600	500	4.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	619	869	604	27.592296230892334	67105	5	42	0.08	44	0.13	0.13	360	18121
0.38	1.9	110	110	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A23_M7_med.png	75	LT	1375	1375	2187.5	60	8	18	540	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A23_M7_med.png		False	85	M7	USA	92	127	38	9350	600	4.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	619	820	619	24.965672200724004	5409	5	48	0.12	46	0.18	0.18	360	24033
0.44	3	160	160	280	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R193_M4A2_T_34.png	85	MT	1371.4285714285713	1371.4285714285713	2400	52	5	17	630	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R193_M4A2_T_34.png		True	70	M4-85	USSR	150	196	43	11200	420	7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	800	1000	800	13.798087979237163	34305	5	37	0.16	44	0.24	0.24	350	30439
0.33	2.3	400	400	515	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch43_WZ_122_2.png	120	MT	1371.4285714285713	1371.4285714285713	1765.7142857142856	50	8	15	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch43_WZ_122_2.png		True	30	122 TM	China	233	299	62	12000	580	17.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1368	907	722	15.59223614172805	65329	8	40	0.15	30	0.2	0.2	370	37198
0.65	4	650	800	480	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB79_FV206.png	152.4	SPG	1363.6363636363637	1678.3216783216783	1006.993006993007	29	1	50	430	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB79_FV206.png		False	48	FV207	UK	38	48	254	31200	750	28.6	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	480	514	576	12.552301255230125	12113	8	25	0.42	16	0.3	0.3	265	59750
0.66	5.5	680	830	460	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F25_Lorraine155_51.png	155	SPG	1360	1660	920	60	1	45	390	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F25_Lorraine155_51.png		False	28	Lorr. 155 51	France	45	56	268	19040	850	30	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	475	508	570	24.967688873222887	7489	8	28	0.42	14	0.3	0.3	270	34044
0.63	4.5	680	830	460	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F67_Bat_Chatillon155_55.png	155	SPG	1360	1660	920	56.3	1	45	440	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F67_Bat_Chatillon155_55.png		False	36	B-C 155 55	France	48	60	310	24480	630	30	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	490	524	588	18.48374603919728	14401	9	24	0.48	6	0.5	0.5	270	34084
0.45	1.7	70	70	95	8	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB39_Universal_CarrierQF2.png	57	TD	1354.8387096774195	1354.8387096774195	1838.7096774193549	48	5	15	240	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB39_Universal_CarrierQF2.png		False	130	UC 2-pdr	UK	57	72	29	9100	100	3.1	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	538	673	538	21.551724137931036	8273	2	40	0.12	26	0.34	0.34	300	4640
0.51	1.5	11	11		15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G53_PzI.png	20	LT	1353.846153846154	1353.846153846154		40	10	20	320	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G53_PzI.png	0.25	False	552	Pz. I	Germany	30	47		6072	100	3.1	ARMOR_PIERCING	ARMOR_PIERCING_CR		830	1038		17.63668430335097	12817	2	38	0.08	24	0.26	0.26	320	5670
0.76	4.5	180			6	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R16_SU-18.png	76	SPG	1350			22	3	45	140	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R16_SU-18.png		False	48	SU-18	USSR	21			8640	70	8	HIGH_EXPLOSIVE			290			11.896668932698844	3841	2	22	0.28	18	0.24	0.24	260	5884
0.36	1.8	135	135	175	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB104_GSR_3301_Setter.png	75	LT	1350	1350	1750	63	10	15	1000	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png		False	48	Setter	UK	180	220	75	6480	220	6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	850	28.856243441762853	59729	7	42	0.1	42	0.13	0.13	370	7624
0.83	5.9	1100	1420	750	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A38_T92.png	240	SPG	1346.938775510204	1738.7755102040817	918.3673469387755	32.2	1	65	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A38_T92.png		False	16	T92 HMC	USA	60	75	372	17600	500	49	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	460	492	552	8.6852298980354	8481	10	20	0.45	8	0.3	0.3	310	57569
0.64	5.1	600	730	400	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G49_G_Panther.png	150	SPG	1333.3333333333335	1622.2222222222224	888.8888888888889	46	3	45	360	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G49_G_Panther.png		False	30	G.W. Panther	Germany	39	49	224	18000	350	27	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	HOLLOW_CHARGE	440	471	528	11.764705882352942	8977	7	26	0.46	10	0.26	0.26	275	29750
0.45	1.4	8	8		22	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G63_PzI_ausf_C.png	7.92	LT	1324.1379310344828	1324.1379310344828		79	10	20	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G63_PzI_ausf_C.png	0.16666666666666666	False	1120	Pz. I C	Germany	33	43		8960	180	8	ARMOR_PIERCING	ARMOR_PIERCING_CR		1170	1170		23.076923076923077	12561	3	48	0.08	44	0.24	0.24	340	7800
0.5	2.1	75	75	95	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J15_Chi_Ni.png	57	MT	1323.529411764706	1323.529411764706	1676.4705882352941	30	15	20	380	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J15_Chi_Ni.png		False	120	Chi-Ni	Japan	30	55	28	9000	135	3.4	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	355	355	355	14.0625	353	2	38	0.1	30	0.32	0.32	300	9600
0.37	2.3	55	55	65	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R43_T-70.png	45	LT	1320	1320	1560	45	4	19	410	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R43_T-70.png		False	160	T-70	USSR	75	110	23	8800	185	2.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	870	1088	870	18.912287875690044	15105	3	65	0.16	40	0.26	0.26	310	9782
0.45	2.4	110	110	164	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R201_IT_3.png	76	MT	1320	1320	1968	50	8	25	560	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R201_IT_3.png		True	75	IT-3	USSR	68	100	38	8250	370	5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	612	700	612	22.08955223880597	40961	4	50	0.16	34	0.2	0.2	320	16750
0.43	2	110	110	175	11	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB113_Matilda_LVT.png	75	MT	1320	1320	2100	24	10	20	500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB113_Matilda_LVT.png		True	70	Matilda LVT	UK	91	144	38	7700	190	5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	619	774	619	8.091648566926452	51281	4	36	0.16	16	0.18	0.18	320	23481
0.37	1.5	50	50	65	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J04_Ke_Ni.png	37	LT	1304.3478260869567	1304.3478260869567	1695.6521739130437	50	15	20	425	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J04_Ke_Ni.png		False	165	Ke-Ni	Japan	58	73	19	8250	150	2.3	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	785	785	785	21.12676056338028	2401	3	48	0.08	36	0.22	0.22	310	7100
0.46	3	300	300	400	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J45_Mitsu_108.png	105	HT	1304.3478260869565	1304.3478260869565	1739.1304347826085	35	10	20	900	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J45_Mitsu_108.png		False	50	Mitsu 108	Japan	130	165	53	15000	700	13.8	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	800	800	500	15.317286652078774	8033	5	30	0.2	30	0.25	0.25	350	45700
1.08	6.1	1000	1350	720	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB31_Conqueror_Gun.png	233.7	SPG	1304.3478260869565	1760.8695652173913	939.1304347826087	34.3	1	45	530	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png		False	24	Conqueror GC	UK	59	74	370	24000	810	46	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	360	385	432	14.801279122887163	12369	10	24	0.7	8	0.3	0.3	290	54725
0.37	2.7	45	45	60	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB33_Sentinel_AC_I.png	40	MT	1304.3478260869565	1304.3478260869565	1739.1304347826087	60.4	10	20	570	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB33_Sentinel_AC_I.png		True	195	Sentinel	UK	88	121	23	8775	330	2.07	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	11.917229424722834	52817	4	40	0.08	44	0.22	0.22	350	27691
0.67	5.5	600	750	420	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A32_M12.png	155	SPG	1299.6389891696751	1624.548736462094	909.7472924187726	38.6	3	45	350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A32_M12.png		False	20	M12	USA	39	49	218	12000	500	27.7	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	490	524	588	18.39384909686201	7969	7	20	0.42	12	0.31	0.31	270	27183
0.4	2	55	55	70	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB116_Harry_Hopkins_I.png	40	LT	1299.2125984251968	1299.2125984251968	1653.5433070866143	50	10	20	520	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB116_Harry_Hopkins_I.png		True	140	A25 H.H. I	UK	121	145	45	7700	200	2.54	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1341	1341	792	23.781212841854934	61009	4	38	0.16	38	0.3	0.3	320	8410
0.45	1.6	11	11		15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G07_Pz35t.png	20	LT	1294.1176470588234	1294.1176470588234		35	10	25	360	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G07_Pz35t.png	0.13333333333333333	False	600	Pz. 35 (t)	Germany	39	51		6600	220	3.9	ARMOR_PIERCING	ARMOR_PIERCING_CR		900	1125		21.31782945736434	785	2	43	0.08	26	0.34	0.34	320	10320
